record_number,paper_number,paper_identifier,group_number_within_paper,group_id,source_evidence,has_section_reference,has_table_reference,has_figure_reference,has_page_reference
2150,428,https://doi.org/10.1016/j.isci.2021.102854,3,Array_70SOC_NoAgents,Figure 4A–B; related discussion in ‘The TR behaviors of LIB arrays’,0,0,1,0
2151,428,https://doi.org/10.1016/j.isci.2021.102854,4,Array_100SOC_NoAgents,Figure 4A; Table 1; text discussing critical storage heat,0,1,1,0
2152,428,https://doi.org/10.1016/j.isci.2021.102854,5,Array_70SOC_WaterSpray,Figure 5B; Figure 6A; Table 2 (DTa’r and Qab for water); Table 3 (water consumption and number of TR cells),0,1,1,0
2153,428,https://doi.org/10.1016/j.isci.2021.102854,6,Array_70SOC_ABC_UltrafinePowder,Figure 5C; Figure 6A–B; Table 2 (DTa’r and Qab for ABC); Table 3 (TR counts with ABC),0,1,1,0
2154,428,https://doi.org/10.1016/j.isci.2021.102854,7,Array_70SOC_BC_UltrafinePowder,Figure 5D; Figure 6A–B (average maximum temperature ≈778.1 °C); Table 2 (DTa’r and Qab for BC); Table 3 (TR counts with BC),0,1,1,0
2155,428,https://doi.org/10.1016/j.isci.2021.102854,8,Array_70SOC_Novec1230,Figure 5E; Figure 6A–B (average maximum temperature ≈783.9 °C); Figure 7 (CO reduction); Table 2; Table 3,0,1,1,0
2156,429,https://doi.org/10.1016/j.xcrp.2023.101705,1,Prismatic_SideHeating,Table 2; Fig. 4A; Experimental bench and method section,1,1,0,0
2157,429,https://doi.org/10.1016/j.xcrp.2023.101705,2,Pouch_SideHeating,Table 2; Fig. 4B; Experimental bench and method section,1,1,0,0
2158,429,https://doi.org/10.1016/j.xcrp.2023.101705,3,Prismatic_OvenHeating,Table 2; Fig. 4G and Fig. 6G (two venting events and pressure evolution),0,1,0,0
2159,429,https://doi.org/10.1016/j.xcrp.2023.101705,4,Pouch_OvenHeating,Table 2; Fig. 4H; Venting behavior and gas composition sections (Fig. 7B),0,1,0,0
2160,430,https://doi.org/10.1016/j.xcrp.2024.102056,1,ARC_CLCO_PEO_LiTFSI_Li_4p5mAh,Table 1 (Lu et al.24) and Figure 5C–E; Adiabatic abuse characteristics of polymer-based ASSBs,0,1,1,0
2161,430,https://doi.org/10.1016/j.xcrp.2024.102056,2,ARC_LFP_PPF15wt_C,Table 1 (Yuan et al.35); Adiabatic abuse characteristics of polymer-based ASSBs,0,1,0,0
2162,430,https://doi.org/10.1016/j.xcrp.2024.102056,3,ARC_LFP_PPF15wt_Li,Table 1 (Yuan et al.35); Adiabatic abuse characteristics of polymer-based ASSBs,0,1,0,0
2163,430,https://doi.org/10.1016/j.xcrp.2024.102056,4,ARC_LCO_CAPGL_Li,Table 1 (Lv et al.33); Adiabatic abuse characteristics of polymer-based ASSBs,0,1,0,0
2164,430,https://doi.org/10.1016/j.xcrp.2024.102056,5,ARC_LCO_DSM_SPE_Li_3Ah,Table 1 (Wang et al.34); Adiabatic abuse characteristics of polymer-based ASSBs,0,1,0,0
2165,430,https://doi.org/10.1016/j.xcrp.2024.102056,6,ARC_LCO_PEO_LiTFSI_Li_3Ah,Table 1 (Wang et al.34); Adiabatic abuse characteristics of polymer-based ASSBs,0,1,0,0
2166,430,https://doi.org/10.1016/j.xcrp.2024.102056,7,ARC_Li_BNRA_LATP_LFP,Table 1 and Figure 12A–C (Zhu et al.19); Figure 8A,0,1,1,0
2167,430,https://doi.org/10.1016/j.xcrp.2024.102056,8,ARC_Li_LATP_LFP_Uncoated,Table 1 and Figure 8A; Adiabatic abuse characteristics of inorganic ASSBs (Zhu et al.19),0,1,1,0
2168,430,https://doi.org/10.1016/j.xcrp.2024.102056,9,ARC_Li_LPS_Li_Uncycled,Table 1 (Vishnugopi et al.15); Figure 8D–F,0,1,1,0
2169,430,https://doi.org/10.1016/j.xcrp.2024.102056,10,ARC_Li_LPSCl_Li_Uncycled,Table 1 (Vishnugopi et al.15),0,1,0,0
2170,430,https://doi.org/10.1016/j.xcrp.2024.102056,11,ARC_Li_LSPS_Li_Uncycled,Table 1 (Vishnugopi et al.15),0,1,0,0
2171,430,https://doi.org/10.1016/j.xcrp.2024.102056,12,ARC_Li_LPS_Li_Cycled,Table 1 (Vishnugopi et al.15),0,1,0,0
2172,430,https://doi.org/10.1016/j.xcrp.2024.102056,13,ARC_Li_LPSCl_Li_Cycled,Table 1 (Vishnugopi et al.15),0,1,0,0
2173,430,https://doi.org/10.1016/j.xcrp.2024.102056,14,ARC_Li_LSPS_Li_Cycled,Table 1 (Vishnugopi et al.15),0,1,0,0
2174,430,https://doi.org/10.1016/j.xcrp.2024.102056,15,ARC_LCO_LPS_Li_Uncycled_1Ah,Table 1 and Figure 3F–G; Figure 8D–F (Vishnugopi et al.15),0,1,1,0
2175,430,https://doi.org/10.1016/j.xcrp.2024.102056,16,ARC_LCO_LPSCl_Li_Uncycled_1Ah,Table 1 (Vishnugopi et al.15); Figure 3F–G,0,1,1,0
2176,430,https://doi.org/10.1016/j.xcrp.2024.102056,17,ARC_LCO_LSPS_Li_Uncycled_1Ah,Table 1 (Vishnugopi et al.15),0,1,0,0
2177,430,https://doi.org/10.1016/j.xcrp.2024.102056,18,ARC_LCO_LPS_Li_Cycled_1Ah,Table 1 (Vishnugopi et al.15),0,1,0,0
2178,430,https://doi.org/10.1016/j.xcrp.2024.102056,19,ARC_LCO_LPSCl_Li_Cycled_1Ah,Table 1 (Vishnugopi et al.15),0,1,0,0
2179,430,https://doi.org/10.1016/j.xcrp.2024.102056,20,ARC_LCO_LSPS_Li_Cycled_1Ah,Table 1 (Vishnugopi et al.15),0,1,0,0
2180,430,https://doi.org/10.1016/j.xcrp.2024.102056,21,ARC_Li_Li6PS5Cl_S,Table 1 and Figure 8C (Huang et al.7),0,1,1,0
2181,430,https://doi.org/10.1016/j.xcrp.2024.102056,22,Flame_LFP_PI_DBDPE_PEO_LiTFSI_LTO,Table 2 and Figure 9A–G (Cui et al.20),0,1,1,0
2182,430,https://doi.org/10.1016/j.xcrp.2024.102056,23,Flame_Li_PMMA_LFP,Table 2 (Chen et al.37),0,1,0,0
2183,430,https://doi.org/10.1016/j.xcrp.2024.102056,24,Flame_NCM_PTFE_LLZTO_SN_Li,Table 2 (Jiang et al.38),0,1,0,0
2184,430,https://doi.org/10.1016/j.xcrp.2024.102056,25,Flame_LCO_PMLSE_Li,Table 2 (Sun et al.39),0,1,0,0
2185,430,https://doi.org/10.1016/j.xcrp.2024.102056,26,Flame_C_LiXZM_Li,Table 2 and Figure 11A–E (Chi et al.40),0,1,1,0
2186,431,https://doi.org/10.1016/j.xcrp.2025.102563,1,SOC_120,Figure 1A; Results (Experiment results); Methods (Experimental methods),0,0,1,0
2187,431,https://doi.org/10.1016/j.xcrp.2025.102563,2,SOC_100,Figure 1B; Results (Experiment results); Methods (Experimental methods),0,0,1,0
2188,431,https://doi.org/10.1016/j.xcrp.2025.102563,3,SOC_70,Figure 1C; Results (Experiment results); Methods (Experimental methods),0,0,1,0
2189,431,https://doi.org/10.1016/j.xcrp.2025.102563,4,SOC_50,Figure 1D; Results (Experiment results); Methods (Experimental methods),0,0,1,0
2190,432,https://doi.org/10.3390/pr11051321,1,Module_Batt1_Heated,Section 2.3 Thermal Propagation Test of Battery; Figure 2 system diagram; paragraph reporting 2052 s event and 220.5 °C maximum,1,0,1,0
2191,433,https://doi.org/10.3390/pr13030889,1,Test1_Vertical_Series_SOC100_Cell4,Section 3.3.1; Figures 36–37,1,0,0,0
2192,433,https://doi.org/10.3390/pr13030889,2,Test2_Horizontal_Series_SOC100_Cell5,Section 3.3.2; Figures 38–39,1,0,0,0
2193,433,https://doi.org/10.3390/pr13030889,3,Test2_Horizontal_Series_SOC100_Cell6,Section 3.3.2; Figures 38–39,1,0,0,0
2194,433,https://doi.org/10.3390/pr13030889,4,Test3_Horizontal_Parallel_SOC100_Cell9,Section 3.3.3; Figures 40–41,1,0,0,0
2195,433,https://doi.org/10.3390/pr13030889,5,Test4_Vertical_Parallel_SOC100_Cell7,Section 3.3.4; Figures 42–43,1,0,0,0
2196,433,https://doi.org/10.3390/pr13030889,6,Test5_Vertical_Parallel_SOC50_Cell11,Section 3.3.5; Figures 44–46,1,0,0,0
2197,433,https://doi.org/10.3390/pr13030889,7,Test6_Horizontal_Parallel_SOC50_Cell1,Section 3.3.6; Figures 47–49,1,0,0,0
2198,433,https://doi.org/10.3390/pr13030889,8,Test7_Horizontal_Series_SOC50_Cell15,Section 3.3.7; Figures 50–51,1,0,0,0
2199,433,https://doi.org/10.3390/pr13030889,9,Test8_Vertical_Series_SOC50_Cell13,Section 3.3.8; Figures 52–53,1,0,0,0
2200,434,https://doi.org/10.1149/1945-7111/ababd2,1,Li-NMC_CoinCell_MMC,"Supplementary Fig. S4a; text in 'Furthermore, the thermal response of the Li-NMC532 system in the coin cell configuration...'",0,0,0,0
2201,434,https://doi.org/10.1149/1945-7111/ababd2,2,Graphite-NMC_CoinCell_MMC_100SOC,Supplementary Fig. S4b; associated text describing stability up to ~165 °C and total heat generation 5.3 kJ g−1,0,0,0,0
2202,434,https://doi.org/10.1149/1945-7111/ababd2,3,Li-S_CoinCell_MMC_Uncycled,Figure 3c; text stating PP separator lower melting point (~165 °C) and exotherm at 184 °C,0,0,1,0
2203,434,https://doi.org/10.1149/1945-7111/ababd2,4,Li_metal_with_LiPF6_EC_DEC_DSC,Figure 2b; text describing multiple exotherms 168–240 °C and a significant peak at 172 °C,0,0,1,0
2204,434,https://doi.org/10.1149/1945-7111/ababd2,5,Charged_NMC532_4p5V_with_LiPF6_DSC,Figure 2a; text describing multiple exotherms above 200 °C and sharp peak onset at ~306 °C,0,0,1,0
2205,434,https://doi.org/10.1149/1945-7111/ababd2,6,Charged_NMC532_4p8V_with_LiPF6_DSC,Supplementary Fig. S2b; text noting onset shifted to ~291 °C at 4.8 V,0,0,0,0
2206,435,,1,SOC_0pct_150W,Table 1; Fig. 2; Section III.A,1,1,0,0
2207,435,,2,SOC_50pct_150W,Table 1; Fig. 2; Section III.A,1,1,0,0
2208,435,,3,SOC_100pct_150W,Table 1; Table 2 (150 W row); Fig. 2; Section III.A,1,1,0,0
2209,435,,4,SOC_100pct_100W,Table 2 (100 W row); Fig. 3; Section III.B,1,1,0,0
2210,435,,5,SOC_100pct_200W,Table 2 (200 W row); Fig. 3; Section III.B,1,1,0,0
2211,435,,6,SOC_100pct_250W,Table 2 (250 W row); Fig. 3; Section III.B,1,1,0,0
2212,436,https://doi.org/10.1021/acsaem.1c02537,1,Fresh_W,"Figure 4a,b and Table 3; Section 3.2",1,1,1,0
2213,436,https://doi.org/10.1021/acsaem.1c02537,2,Slight_OD_10pct,"Figure 4a,b and Table 3 for TR metrics; mechanistic discussion in Section 4 and Figures 10, 12–13",1,1,1,0
2214,436,https://doi.org/10.1021/acsaem.1c02537,3,Slight_OC_10pct,"Figure 4a,b and Table 3 for TR metrics; mechanistic discussion in Section 4 and Figures 7, 9, 13",1,1,1,0
2215,437,https://doi.org/10.1007/s00202-025-03102-x,1,Oven_Test_Generic,,0,0,0,0
2216,438,https://doi.org/10.1007/s00231-014-1353-x,1,Oven_h1.5_175C,"Figure 2 (temperature spike), Figure 3c–d and Figure 4b (reaction dominance and heat generation), Section 3.1–3.3",1,0,1,0
2217,438,https://doi.org/10.1007/s00231-014-1353-x,2,Oven_h1.5_155C,"Figure 2 (no spike, heating to 155 °C by ≈450 s), Figure 4a, Section 3.1 and 3.3–3.4",1,0,1,0
2218,438,https://doi.org/10.1007/s00231-014-1353-x,3,Oven_hcrit_135C,Section 3.5 and Conclusions (critical h = 0.05 W m-2 K-1 for 135 °C),1,0,0,0
2219,438,https://doi.org/10.1007/s00231-014-1353-x,4,Oven_hcrit_155C,Section 3.5 and Conclusions (critical h = 1.0 W m-2 K-1 for 155 °C),1,0,0,0
2220,438,https://doi.org/10.1007/s00231-014-1353-x,5,Oven_hcrit_175C,Section 3.5 and Conclusions (critical h = 3.5 W m-2 K-1 for 175 °C),1,0,0,0
2221,438,https://doi.org/10.1007/s00231-014-1353-x,6,Oven_hcrit_195C,Section 3.5 and Conclusions (critical h = 15 W m-2 K-1 for 195 °C),1,0,0,0
2222,438,https://doi.org/10.1007/s00231-014-1353-x,7,Oven_hcrit_215C,Section 3.5 and Conclusions (critical h = 40 W m-2 K-1 for 215 °C),1,0,0,0
2223,438,https://doi.org/10.1007/s00231-014-1353-x,8,Oven_Adiabatic_110C,Section 3.5 and Conclusions (no runaway below 110 °C even for adiabatic conditions),1,0,0,0
2224,439,https://doi.org/10.1007/s00339-024-07831-x,1,EC_LateralHeating,Figure 6(a) and Section 3.2,1,0,1,0
2225,439,https://doi.org/10.1007/s00339-024-07831-x,2,FEC_LateralHeating,Figure 6(b) and Section 3.2,1,0,1,0
2226,440,https://doi.org/10.1007/s10008-020-04810-z,1,Battery_100_SOC_EVplusARC,Figure 1a–b; Table 1,0,1,1,0
2227,440,https://doi.org/10.1007/s10008-020-04810-z,2,Battery_50_SOC_EVplusARC,Table 1; Figure 2,0,1,1,0
2228,440,https://doi.org/10.1007/s10008-020-04810-z,3,Battery_35_SOC_EVplusARC,Table 1; Figure 2,0,1,1,0
2229,440,https://doi.org/10.1007/s10008-020-04810-z,4,Battery_25_SOC_EVplusARC,Table 1; Figure 2; SOC effect discussion,0,1,1,0
2230,440,https://doi.org/10.1007/s10008-020-04810-z,5,Battery_0_SOC_EVplusARC,Table 1; SOC effect section,1,1,0,0
2231,440,https://doi.org/10.1007/s10008-020-04810-z,6,Cathode_Electrode_Bag_EVplusARC,Figure 4a–b; electrode TR discussion,0,0,1,0
2232,440,https://doi.org/10.1007/s10008-020-04810-z,7,Anode_Electrode_Bag_EVplusARC,Figure 4c–d; electrode TR discussion,0,0,1,0
2233,441,https://doi.org/10.1007/s10694-020-00963-5,1,Single_NCM_18650_96kPa_100W,"Figure 3; Section 4.1.1 (closed pressure vessel, 100 W)",1,0,1,0
2234,441,https://doi.org/10.1007/s10694-020-00963-5,2,Single_NCM_18650_61kPa_100W,"Figure 3; Section 4.1.1 (closed pressure vessel, 100 W)",1,0,1,0
2235,441,https://doi.org/10.1007/s10694-020-00963-5,3,Single_LFP_Prismatic_20Ah_101kPa_HeatingPlate,Figure 5a; Section 4.1.2 (mass loss timeline: vent at 1469 s; severe TR at 2081 s),1,0,1,0
2236,441,https://doi.org/10.1007/s10694-020-00963-5,4,Single_LCO_18650_101kPa_Radiant50kWm2,Figure 6; Section 4.1.3 (surface maximum temperature at 101 kPa),1,0,1,0
2237,441,https://doi.org/10.1007/s10694-020-00963-5,5,Single_LCO_18650_30kPa_Radiant50kWm2,Figure 6; Section 4.1.3 (surface maximum temperature at 30 kPa),1,0,1,0
2238,441,https://doi.org/10.1007/s10694-020-00963-5,6,Single_NCM_18650_101kPa_DirectHeating,Figure 6; Section 4.1.3 (Tmax-surface 825 °C; Tvalve 950 °C at 101 kPa),1,0,1,0
2239,441,https://doi.org/10.1007/s10694-020-00963-5,7,Single_NCM_18650_40kPa_DirectHeating,Figure 6; Section 4.1.3 (Tmax-surface 750 °C; Tvalve 800 °C at 40 kPa),1,0,1,0
2240,441,https://doi.org/10.1007/s10694-020-00963-5,8,ModuleLinear3Cells_Cell1_96kPa,Table 1; Section 4.2.2,1,1,0,0
2241,441,https://doi.org/10.1007/s10694-020-00963-5,9,ModuleLinear3Cells_Cell1_61kPa,Table 1; Section 4.2.2,1,1,0,0
2242,442,https://doi.org/10.1007/s10694-020-00974-2,1,Single_Air_Test1,Section 4.1; Figures 4–5; Table 1,1,1,0,0
2243,442,https://doi.org/10.1007/s10694-020-00974-2,2,Single_Air_Test2,Section 4.1; Figures 4–5; Table 1,1,1,0,0
2244,442,https://doi.org/10.1007/s10694-020-00974-2,3,Single_N2_Test3,Section 4.1; Figures 4–5 (Test 3); Fig. 5 notes bottom TC spike to 900 °C; Table 1,1,1,0,0
2245,442,https://doi.org/10.1007/s10694-020-00974-2,4,Array_5x5Ah_Propagated,Section 4.2; Figure 6,1,0,1,0
2246,442,https://doi.org/10.1007/s10694-020-00974-2,5,Array_10x5Ah_Propagated,Section 4.2; Figure 7 (pressure/temperature and interface T); average interface Tmax noted in 4.2,1,0,1,0
2247,442,https://doi.org/10.1007/s10694-020-00974-2,6,Array_10x10Ah_Propagated,Section 4.3; Figures 8–11; Table 2,1,1,0,0
2248,443,https://doi.org/10.1007/s10694-020-00976-0,1,OC_SOC100_Ta20,Figure 2a,0,0,1,0
2249,443,https://doi.org/10.1007/s10694-020-00976-0,2,OC_SOC100_Ta40,"Figure 2b (temperatures) and Figure 5 (Tcrt = 209 °C at Ta = 40 °C, SOC = 100%)",0,0,1,0
2250,443,https://doi.org/10.1007/s10694-020-00976-0,3,OC_SOC100_Ta60,Figure 2b,0,0,1,0
2251,443,https://doi.org/10.1007/s10694-020-00976-0,4,OC_SOC70_Ta60,Figure 3b,0,0,1,0
2252,443,https://doi.org/10.1007/s10694-020-00976-0,5,TypeII_SOC100_Ta20,Figure 4c,0,0,1,0
2253,443,https://doi.org/10.1007/s10694-020-00976-0,6,OC_SOC100_Ta70,"Figure 5 (Tcrt at Ta = 70 °C, SOC = 100%)",0,0,1,0
2254,444,https://doi.org/10.1007/s10694-020-00978-y,1,ARC_Oven_300C_100SOC,Section 3 (Experimental test and validation); Fig. 6–8; Abstract,1,0,0,0
2255,445,https://doi.org/10.1007/s10694-020-00984-0,1,V2x2_96kPa_A,Tables 1–2; Figs. 3–5; Section 3.1,1,0,0,0
2256,445,https://doi.org/10.1007/s10694-020-00984-0,2,V2x2_96kPa_B,Tables 1–2; Figs. 3–5; Section 3.1,1,0,0,0
2257,445,https://doi.org/10.1007/s10694-020-00984-0,3,V2x2_96kPa_C,Tables 1–2; Figs. 3–5; Section 3.1,1,0,0,0
2258,445,https://doi.org/10.1007/s10694-020-00984-0,4,V2x2_96kPa_D,Tables 1–2; Figs. 3–5; Section 3.1,1,0,0,0
2259,445,https://doi.org/10.1007/s10694-020-00984-0,5,V2x2_61kPa_A,Tables 1–2; Fig. 5; Section 3.1,1,0,0,0
2260,445,https://doi.org/10.1007/s10694-020-00984-0,6,V2x2_61kPa_B,Tables 1–2; Fig. 5; Section 3.1,1,0,0,0
2261,445,https://doi.org/10.1007/s10694-020-00984-0,7,V2x2_61kPa_C,Tables 1–2; Fig. 5; Section 3.1,1,0,0,0
2262,445,https://doi.org/10.1007/s10694-020-00984-0,8,V2x2_61kPa_D,Tables 1–2; Fig. 5; Section 3.1,1,0,0,0
2263,445,https://doi.org/10.1007/s10694-020-00984-0,9,V4x1_96kPa_A,Tables 5–6; Figs. 6–8; Section 3.2,1,0,0,0
2264,445,https://doi.org/10.1007/s10694-020-00984-0,10,V4x1_96kPa_B,Tables 5–6; Figs. 6–8; Section 3.2,1,0,0,0
2265,445,https://doi.org/10.1007/s10694-020-00984-0,11,V4x1_96kPa_C,Tables 5–6; Figs. 6–8; Section 3.2,1,0,0,0
2266,445,https://doi.org/10.1007/s10694-020-00984-0,12,V4x1_96kPa_D,Tables 5–6; Figs. 6–8; Section 3.2,1,0,0,0
2267,445,https://doi.org/10.1007/s10694-020-00984-0,13,V4x1_61kPa_A,Tables 5–6; Figs. 6–8; Section 3.2,1,0,0,0
2268,445,https://doi.org/10.1007/s10694-020-00984-0,14,V4x1_61kPa_B,Tables 5–6; Figs. 6–8; Section 3.2,1,0,0,0
2269,445,https://doi.org/10.1007/s10694-020-00984-0,15,V4x1_61kPa_C,Tables 5–6; Figs. 6–8; Section 3.2,1,0,0,0
2270,445,https://doi.org/10.1007/s10694-020-00984-0,16,V4x1_61kPa_D,Tables 5–6; Figs. 6–8; Section 3.2,1,0,0,0
2271,446,https://doi.org/10.1007/s10694-020-00995-x,1,Exp_1_NoAerogel_NoCoolingPlate,"Tables 7, 9, 10; Fig. 9; Fig. 13; Section 3.1–3.3",1,0,0,0
2272,446,https://doi.org/10.1007/s10694-020-00995-x,2,Exp_2_AerogelOnly,"Tables 5, 7, 9, 10; Fig. 10; Fig. 13; Section 3.1–3.3",1,0,0,0
2273,446,https://doi.org/10.1007/s10694-020-00995-x,3,Exp_3_LiquidCoolingOnly,"Tables 4, 5, 7, 9, 10; Fig. 11; Fig. 13; Section 3.1–3.3",1,0,0,0
2274,446,https://doi.org/10.1007/s10694-020-00995-x,4,Exp_4_AerogelPlusCooling,"Tables 5, 7, 9, 10; Fig. 12; Fig. 13; Fig. 16; Section 3.1–3.3",1,0,0,0
2275,446,https://doi.org/10.1007/s10694-020-00995-x,5,Exp_5_AerogelPlusCooling_Repeat,"Tables 5, 7, 9, 10; Fig. 12; Fig. 13; Fig. 16; Section 3.1–3.3",1,0,0,0
2276,447,https://doi.org/10.1007/s10694-022-01273-8,1,Control_0kg_NoAgent,"Fig. 4 (no agent flame sequence), Fig. 6 (Tc1 surface temperature), Fig. 7 (Tc2 flame temperature), Table 2 (Tc1 maxima and cooling time), Table 3 (Tc2 maxima), Sections 2.3 and 3.1–3.2",0,1,0,0
2277,447,https://doi.org/10.1007/s10694-022-01273-8,2,FK_0p25kg,"Fig. 5 (extinguishing sequence), Fig. 6 (Tc1), Fig. 7 (Tc2), Table 1 (agent loading and consumption), Table 2 (Tc1 maxima, cooling time), Table 3 (Tc2 maxima), Sections 2.3 and 3.1–3.2",0,1,0,0
2278,447,https://doi.org/10.1007/s10694-022-01273-8,3,FK_0p50kg,"Fig. 5 (extinguishment), Fig. 6 (Tc1), Fig. 7 (Tc2), Table 1 (agent consumption), Table 2 (Tc1 maxima, cooling), Table 3 (Tc2 maxima), Sections 2.3 and 3.2",0,1,0,0
2279,447,https://doi.org/10.1007/s10694-022-01273-8,4,FK_0p75kg,"Fig. 5 (extinguishment), Fig. 6 (Tc1), Fig. 7 (Tc2), Table 1 (agent consumption), Table 2 (Tc1 maxima, cooling), Table 3 (Tc2 maxima), Sections 3.1–3.2",0,1,0,0
2280,448,https://doi.org/10.1007/s10694-022-01320-4,1,PoolFire_100SOC,Section 5.1 (Model Validation); Figure 6 (100% SOC interface temperatures); Section 4 (pool fire setup).,1,0,1,0
2281,448,https://doi.org/10.1007/s10694-022-01320-4,2,PoolFire_75SOC,"Section 5.1 (Model Validation; Figure 7, 75% SOC interface temperatures) and Section 5.4 (Thermal Response; Figure 11 reporting 834 K at t = 300 s).",1,0,1,0
2282,449,https://doi.org/10.1007/s10694-022-01321-3,1,Single_30m3h,"Table 2 (single cell peak), Fig. 4a; Sections 2.2, 3.2, 3.4",0,1,0,0
2283,449,https://doi.org/10.1007/s10694-022-01321-3,2,Single_60m3h,"Table 2 (single cell peak), Fig. 4a; Sections 2.2, 3.2, 3.4",0,1,0,0
2284,449,https://doi.org/10.1007/s10694-022-01321-3,3,Single_120m3h,"Table 2 (single cell peak), Fig. 4a; Sections 2.2, 3.2, 3.4",0,1,0,0
2285,449,https://doi.org/10.1007/s10694-022-01321-3,4,ThreeCell_Batt1_30m3h,"Table 2 (Three-cell #1 peak), Fig. 4b; Sections 2.2, 3.2, 3.5",0,1,0,0
2286,449,https://doi.org/10.1007/s10694-022-01321-3,5,ThreeCell_Batt2_30m3h,"Table 2 (Three-cell #2 peak), Fig. 4b; Sections 2.2, 3.2",0,1,0,0
2287,449,https://doi.org/10.1007/s10694-022-01321-3,6,ThreeCell_Batt3_30m3h,"Table 2 (Three-cell #3 peak), Fig. 4b; Sections 2.2, 3.2, 3.5",0,1,0,0
2288,449,https://doi.org/10.1007/s10694-022-01321-3,7,ThreeCell_Batt1_60m3h,"Table 2 (Three-cell #1 peak), Fig. 4c; Sections 2.2, 3.2, 3.4",0,1,0,0
2289,449,https://doi.org/10.1007/s10694-022-01321-3,8,ThreeCell_Batt2_60m3h,"Table 2 (Three-cell #2 peak), Fig. 4c; Sections 3.2, 3.4",0,1,0,0
2290,449,https://doi.org/10.1007/s10694-022-01321-3,9,ThreeCell_Batt3_60m3h,"Table 2 (Three-cell #3 peak), Fig. 4c; Sections 3.2, 3.5",0,1,0,0
2291,449,https://doi.org/10.1007/s10694-022-01321-3,10,ThreeCell_Batt1_120m3h,"Table 2 (Three-cell #1 peak), Fig. 4d; Sections 3.2, 3.4",0,1,0,0
2292,449,https://doi.org/10.1007/s10694-022-01321-3,11,ThreeCell_Batt2_120m3h,"Table 2 (Three-cell #2 peak), Fig. 4d; Sections 3.2, 3.4",0,1,0,0
2293,449,https://doi.org/10.1007/s10694-022-01321-3,12,ThreeCell_Batt3_120m3h,"Table 2 (Three-cell #3 peak), Fig. 4d; Sections 3.2, 3.5",0,1,0,0
2294,449,https://doi.org/10.1007/s10694-022-01321-3,13,FourCell_Batt1_30m3h,"Table 2 (Four-cell #1 peak), Fig. 4e; Sections 2.2, 3.2",0,1,0,0
2295,449,https://doi.org/10.1007/s10694-022-01321-3,14,FourCell_Batt2_30m3h,"Table 2 (Four-cell #2 peak), Fig. 4e; Sections 3.2, 3.4",0,1,0,0
2296,449,https://doi.org/10.1007/s10694-022-01321-3,15,FourCell_Batt3_30m3h,"Table 2 (Four-cell #3 peak), Fig. 4e; Sections 3.2, 3.5",0,1,0,0
2297,449,https://doi.org/10.1007/s10694-022-01321-3,16,FourCell_Batt4_30m3h,"Table 2 (Four-cell #4 peak), Fig. 4e; Sections 3.2, 3.5",0,1,0,0
2298,449,https://doi.org/10.1007/s10694-022-01321-3,17,FourCell_Batt1_60m3h,"Table 2 (Four-cell #1 peak), Fig. 4f; Sections 3.2, 3.4",0,1,0,0
2299,449,https://doi.org/10.1007/s10694-022-01321-3,18,FourCell_Batt2_60m3h,"Table 2 (Four-cell #2 peak), Fig. 4f; Sections 3.2, 3.4",0,1,0,0
2300,449,https://doi.org/10.1007/s10694-022-01321-3,19,FourCell_Batt3_60m3h,"Table 2 (Four-cell #3 peak), Fig. 4f; Sections 3.2, 3.5",0,1,0,0
2301,449,https://doi.org/10.1007/s10694-022-01321-3,20,FourCell_Batt4_60m3h,"Table 2 (Four-cell #4 peak), Fig. 4f; Sections 3.2, 3.5",0,1,0,0
2302,449,https://doi.org/10.1007/s10694-022-01321-3,21,FourCell_Batt1_120m3h,"Table 2 (Four-cell #1 peak), Fig. 4g; Sections 3.2, 3.4",0,1,0,0
2303,449,https://doi.org/10.1007/s10694-022-01321-3,22,FourCell_Batt2_120m3h,"Table 2 (Four-cell #2 peak), Fig. 4g; Sections 3.2, 3.4",0,1,0,0
2304,449,https://doi.org/10.1007/s10694-022-01321-3,23,FourCell_Batt3_120m3h,"Table 2 (Four-cell #3 peak), Fig. 4g; Sections 3.2, 3.5",0,1,0,0
2305,449,https://doi.org/10.1007/s10694-022-01321-3,24,FourCell_Batt4_120m3h,"Table 2 (Four-cell #4 peak), Fig. 4g; Sections 3.2, 3.5",0,1,0,0
2306,450,https://doi.org/10.1007/s10694-022-01322-2,1,SingleCell_500W,"Figure 5, Figure 6, Figure 7, Figure 8; Section 3.1",1,0,1,0
2307,450,https://doi.org/10.1007/s10694-022-01322-2,2,Module_Propagation_4Cells,"Figure 9, Figure 10, Figure 11, Figure 12, Figure 13; Section 3.2",1,0,1,0
2308,450,https://doi.org/10.1007/s10694-022-01322-2,3,Module_C6F12O_12S,"Figure 15, Figure 16, Figure 17; Section 3.3",1,0,1,0
2309,451,https://doi.org/10.1007/s10694-022-01351-x,1,Case1_ARC_Cell,"Section 2.3 Case 1; Figure 4a, Figure 5b; bullets (a)–(d)",1,0,1,0
2310,451,https://doi.org/10.1007/s10694-022-01351-x,2,Case2_Medium_Cell_Heater,Section 2.3 Case 2; Figure 6 (layout and temperature–voltage curve) and Figure 7; bullets (a)–(c),1,0,1,0
2311,451,https://doi.org/10.1007/s10694-022-01351-x,3,Case3_Medium_Cell_Heater_Igniter,Section 2.3 Case 3; bullets (a)–(e),1,0,0,0
